-0.0949619	0.345528
-0.426141	-0.636443
0.863395	0.333287
0.982131	0.897763
0.93276	0.91834
-0.0245533	0.988491
0.946366	0.845412
0.543137	0.473974
0.602778	-0.396166
0.962492	0.995648
0.770506	0.748364
0.718016	0.998578
0.72689	0.955194
0.865982	0.893558
0.777054	0.516665
0.616451	0.235084
0.302446	-0.030732
-0.441644	0.230375
-0.185253	0.465964
0.51382	0.83758
0.948519	0.885019
0.916725	0.721089
0.385746	0.958251
0.309658	0.216447
0.898999	0.729711
0.958604	0.620251
0.965051	0.784762
0.297751	0.990505
0.919472	0.961779
-0.613151	0.263373
0.886999	0.873322
-0.973321	0.904051
0.914254	0.980765
0.877431	0.954369
0.588899	0.935803
0.734119	0.990998
0.715767	0.748011
0.961771	0.57764
0.932739	0.843315
0.987825	0.953783
0.949593	0.974022
0.702943	0.569098
0.873146	0.986279
0.835728	0.876878
0.852772	0.903902
0.693119	0.561897
0.969934	0.931747
0.858322	0.939829
-0.560519	0.7499
0.470675	0.824849
0.858142	-0.332704
0.676377	0.464568
0.952635	0.627484
0.910878	0.705075
0.900102	0.566856
-0.144718	0.253611
0.957177	0.888976
0.881143	0.94201
0.921441	0.700138
0.456829	0.657846
0.849384	0.8473
0.971548	0.976386
0.987511	0.974196
0.718935	0.618169
0.899951	0.824769
0.606033	0.92846
0.971562	-0.11157
-0.367107	0.364511
0.99432	0.955022
0.60551	0.228019
0.762549	0.990491
0.912743	0.72861
0.980611	0.937896
0.8997	0.96065
0.0543217	0.945763
-0.105785	0.988539
0.64547	0.996112
0.888688	0.993981
-0.974411	0.856197
0.150371	0.363008
0.987064	0.374902
0.465074	0.998264
0.794733	0.984265
0.795846	0.926326
0.771692	0.984602
-0.339349	0.170721
-0.179168	0.4192
0.634814	0.999113
0.14945	0.8604
0.680739	0.647304
0.717171	0.527572
0.917785	0.765631
0.564417	0.793823
0.963068	0.95084
0.565549	0.925272
0.99853	0.937583
0.943752	0.904631
0.999155	0.787213
0.772384	0.752478
0.766037	0.955476
0.896405	0.901351
0.724314	0.920259
0.737411	0.696047
-0.0666172	0.49141
0.668002	0.843354
0.653447	0.541974
0.624813	0.921883
0.929182	0.93505
0.799311	0.892091
0.840795	0.770161
0.649322	0.988379
0.161884	0.546552
0.204792	0.911554
0.979429	0.999961
0.833046	0.502756
0.806887	0.745981
0.985088	0.863516
0.681038	0.898648
-0.169674	0.965911
0.95542	0.986637
0.8114	0.75932
0.959333	0.959352
0.94021	0.993138
0.356176	0.576377
0.969974	0.964533
0.332639	0.323993
0.932225	0.979848
0.805556	0.984275
0.849559	0.888939
0.29261	0.907144
0.765542	0.759494
0.919518	0.92466
0.78989	0.978462
-0.296023	0.245728
-0.240496	0.489066
-0.743763	0.91942
0.855442	0.975349
-0.24767	0.273398
0.809846	0.984106
0.0114755	0.527218
-0.0936403	0.393517
-0.0393431	0.799826
0.982696	0.993127
0.956813	0.825456
0.404727	0.680516
0.842462	0.997906
0.959721	0.993801
0.871333	0.947499
0.686445	0.992834
0.938937	0.977683
0.867329	0.844714
-0.166505	0.388732
0.689602	0.790723
0.460971	0.866271
0.55837	0.688773
0.991898	0.926335
0.853101	0.81715
0.306965	0.4017
0.926945	-0.231548
0.901557	0.899389
0.895617	0.94467
0.82475	0.885875
0.979709	0.984889
0.6222	0.986143
0.507166	0.529558
0.0970846	0.981465
0.975135	0.842653
